hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
"The Brown, Guatape",COP 987.360,"Puntuación: 8,8
8,8",Fabuloso,225,Guatape,2024-11-15,2024-11-16
Hotel La Avenida,COP 70.000,"Puntuación: 8,2
8,2",Muy bien,79,Guatape,2024-11-15,2024-11-16
"Apto Nuevo, Tranquilo,Bonito,5 min Plaza Principal",COP 119.000,"Puntuación: 9,2
9,2",Fantástico,17,Guatape,2024-11-15,2024-11-16
Lindo apartamento en Guatapé,COP 130.680,"Puntuación: 9,4
9,4",Fantástico,55,Guatape,2024-11-15,2024-11-16
Apartahotel El Horizonte,COP 76.500,"Puntuación: 8,5
8,5",Muy bien,535,Guatape,2024-11-15,2024-11-16
Hotel Santorini,COP 320.000,"Puntuación: 8,6
8,6",Fabuloso,827,Guatape,2024-11-15,2024-11-16
Cabañas Refugio Himalaya,COP 480.000,"Puntuación: 9,5
9,5",Excepcional,102,Guatape,2024-11-15,2024-11-16
Katara Boutique Hotel,COP 75.000,"Puntuación: 8,7
8,7",Fabuloso,368,Mariquita,2024-11-14,2024-11-15
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-14,2024-11-15
Casa de la Cruz,COP 110.560,"Puntuación: 10
10",Excepcional,3,Mariquita,2024-11-14,2024-11-15
Hotel Brisas La Gaviota Mariquit-Tolima,COP 262.080,"Puntuación: 9,1
9,1",Fantástico,98,Mariquita,2024-11-14,2024-11-15
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-14,2024-11-15
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-14,2024-11-15
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-14,2024-11-15
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-14,2024-11-15
La Orquidea,COP 75.000,"Puntuación: 7,7
7,7",Bien,124,Mariquita,2024-11-14,2024-11-15
Hotel campestre París soleil,COP 280.000,"Puntuación: 10
10",Excepcional,1,Mariquita,2024-11-14,2024-11-15
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-14,2024-11-15
Casamarilla,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-14,2024-11-15
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-14,2024-11-15
La Luna by JR,COP 181.400,"Puntuación: 8,9
8,9",Fabuloso,79,Mariquita,2024-11-14,2024-11-15
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,65,Mariquita,2024-11-14,2024-11-15
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,59,Mariquita,2024-11-14,2024-11-15
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-11-14,2024-11-15
Victoria Imperial Hotel,COP 175.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-14,2024-11-15
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-14,2024-11-15
Casa de descanso,COP 108.000,"Puntuación: 8,5
8,5",Muy bien,30,Mariquita,2024-11-14,2024-11-15
QUINTA CAMPESTRE LA FLORIDA,COP 400.000,,,,Mariquita,2024-11-14,2024-11-15
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,60,Mariquita,2024-11-14,2024-11-15
Mahanaim Centro Campestre de Eventos,COP 200.000,"Puntuación: 4,3
4,3",Puntuación,3,Mariquita,2024-11-14,2024-11-15
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,54,Mariquita,2024-11-14,2024-11-15
La mejor opción para tu descanso y recreación.,COP 350.000,"Puntuación: 9,5
9,5",Excepcional,25,Mariquita,2024-11-14,2024-11-15
Katara Boutique Hotel,COP 75.000,"Puntuación: 8,7
8,7",Fabuloso,368,Mariquita,2024-11-15,2024-11-16
Hotel Brisas La Gaviota Mariquit-Tolima,COP 262.080,"Puntuación: 9,1
9,1",Fantástico,98,Mariquita,2024-11-15,2024-11-16
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-15,2024-11-16
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-15,2024-11-16
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-15,2024-11-16
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-15,2024-11-16
Casa de la Cruz,COP 110.560,"Puntuación: 10
10",Excepcional,3,Mariquita,2024-11-15,2024-11-16
La Orquidea,COP 75.000,"Puntuación: 7,7
7,7",Bien,124,Mariquita,2024-11-15,2024-11-16
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-15,2024-11-16
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-15,2024-11-16
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-15,2024-11-16
La Luna by JR,COP 237.560,"Puntuación: 8,9
8,9",Fabuloso,79,Mariquita,2024-11-15,2024-11-16
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-15,2024-11-16
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-15,2024-11-16
Victoria Imperial Hotel,COP 175.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-15,2024-11-16
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,65,Mariquita,2024-11-15,2024-11-16
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,60,Mariquita,2024-11-15,2024-11-16
Casa de descanso,COP 108.000,"Puntuación: 8,5
8,5",Muy bien,30,Mariquita,2024-11-15,2024-11-16
La mejor opción para tu descanso y recreación.,COP 350.000,"Puntuación: 9,5
9,5",Excepcional,25,Mariquita,2024-11-15,2024-11-16
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,59,Mariquita,2024-11-15,2024-11-16
CASA DE SOFIA,COP 112.500,"Puntuación: 10
10",Excepcional,1,Mariquita,2024-11-15,2024-11-16
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,54,Mariquita,2024-11-15,2024-11-16
Casa comoda con excelente ubicacion,COP 140.000,"Puntuación: 9,7
9,7",Excepcional,6,Mariquita,2024-11-15,2024-11-16
SAN SENDERISMO ROOM,COP 72.000,"Puntuación: 9,7
9,7",Excepcional,9,Mariquita,2024-11-15,2024-11-16
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-15,2024-11-16
