hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Verony Guatape,COP 201.600,"Puntuación: 8,2
8,2",Muy bien,1.395,GUATAPÉ,2024-12-18,2024-12-19
Oak Tree house,COP 99.100,"Puntuación: 8,8
8,8",Fabuloso,1.469,GUATAPÉ,2024-12-18,2024-12-19
Noches de Guatapulco,COP 207.280,"Puntuación: 9,5
9,5",Excepcional,26,GUATAPÉ,2024-12-18,2024-12-19
Soy Local Guatape,COP 129.540,"Puntuación: 8,4
8,4",Muy bien,2.824,GUATAPÉ,2024-12-18,2024-12-19
La Pausa Hotelbistro,COP 643.500,"Puntuación: 9,6
9,6",Excepcional,334,GUATAPÉ,2024-12-18,2024-12-19
1714 Hotel Boutique Guatapé,COP 283.360,"Puntuación: 9,2
9,2",Fantástico,164,GUATAPÉ,2024-12-18,2024-12-19
Tau House,COP 992.260,"Puntuación: 9,3
9,3",Fantástico,343,GUATAPÉ,2024-12-18,2024-12-19
Viajero Guatapé Hostel & Lake Club,COP 237.600,"Puntuación: 9,6
9,6",Excepcional,149,GUATAPÉ,2024-12-18,2024-12-19
El Trebol,COP 224.000,"Puntuación: 9,5
9,5",Excepcional,255,GUATAPÉ,2024-12-18,2024-12-19
Balcones de la Casona,COP 110.000,"Puntuación: 9,0
9,0",Fantástico,223,GUATAPÉ,2024-12-18,2024-12-19
Hotel Portal Dorado,COP 90.000,"Puntuación: 7,9
7,9",Bien,57,MARINILLA,2024-12-18,2024-12-19
Hotel El Cordobes,COP 120.900,"Puntuación: 9,2
9,2",Fantástico,26,MARINILLA,2024-12-18,2024-12-19
Hotel Villa Colonia,COP 144.900,"Puntuación: 8,2
8,2",Muy bien,122,MARINILLA,2024-12-18,2024-12-19
Hotel Ocaso Marinilla,COP 130.000,"Puntuación: 9,1
9,1",Fantástico,63,MARINILLA,2024-12-18,2024-12-19
Cabaña marinilla,COP 192.000,No disponible,No disponible,No disponible,MARINILLA,2024-12-18,2024-12-19
HOSTERÍA BRISAS DEL RÍO,COP 350.000,"Puntuación: 8,5
8,5",Muy bien,4,MARINILLA,2024-12-18,2024-12-19
Cannua Lodge,COP 640.400,"Puntuación: 9,3
9,3",Fantástico,83,MARINILLA,2024-12-18,2024-12-19
Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,COP 499.200,"Puntuación: 8,6
8,6",Fabuloso,20,MARINILLA,2024-12-18,2024-12-19
Valerio Hotel Boutique,COP 273.700,"Puntuación: 8,8
8,8",Fabuloso,29,MARINILLA,2024-12-18,2024-12-19
Calida Cabaña Marinilla,COP 170.320,No disponible,No disponible,No disponible,MARINILLA,2024-12-18,2024-12-19
Cabaña Starka & Jacuzzi,COP 247.000,"Puntuación: 9,9
9,9",Excepcional,28,MARINILLA,2024-12-18,2024-12-19
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 220.000,"Puntuación: 9,4
9,4",Fantástico,179,MARINILLA,2024-12-18,2024-12-19
Cabañas tipo glamping cerca al Peñol LUUM,COP 335.880,"Puntuación: 9,3
9,3",Fantástico,6,MARINILLA,2024-12-18,2024-12-19
TAIKU,COP 240.000,"Puntuación: 9,6
9,6",Excepcional,32,MARINILLA,2024-12-18,2024-12-19
Casa Fénix,COP 188.740,"Puntuación: 9,8
9,8",Excepcional,10,MARINILLA,2024-12-18,2024-12-19
Hotel Zona Rosa Marinilla,COP 130.000,"Puntuación: 5,8
5,8",Puntuación,5,MARINILLA,2024-12-18,2024-12-19
Hotel La Aldea del Oriente,COP 164.000,"Puntuación: 8,1
8,1",Muy bien,164,MARINILLA,2024-12-18,2024-12-19
Estadía en cabaña #2 acogedora con Jacuzzi privado,COP 340.000,No disponible,No disponible,No disponible,MARINILLA,2024-12-18,2024-12-19
Fénix,COP 233.000,"Puntuación: 10
10",Excepcional,2,MARINILLA,2024-12-18,2024-12-19
Cabaña Acogedora en finca de aguacates,COP 291.600,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2024-12-18,2024-12-19
EL codobés Aparta Suite,COP 158.000,No disponible,No disponible,No disponible,MARINILLA,2024-12-18,2024-12-19
Cabaña sol de oriente,COP 125.560,No disponible,No disponible,No disponible,MARINILLA,2024-12-18,2024-12-19
villa nabusimaque by 100%Xanahoria,COP 146.200,"Puntuación: 1,0
1,0",Puntuación,1,MARINILLA,2024-12-18,2024-12-19
Finca Aire Puro,COP 345.100,No disponible,No disponible,No disponible,MARINILLA,2024-12-18,2024-12-19
Hotel America 52,COP 76.500,"Puntuación: 7,8
7,8",Bien,282,MARINILLA,2024-12-18,2024-12-19
San Antonio,COP 147.200,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
Eden Hotel,COP 100.000,"Puntuación: 8,6
8,6",Fabuloso,29,EL PEÑOL,2024-12-18,2024-12-19
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,3
9,3",Fantástico,47,EL PEÑOL,2024-12-18,2024-12-19
Cabaña Lumin en El Peñol,COP 400.000,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
HOTEL Mirador Cielo Blue,COP 280.000,"Puntuación: 8,3
8,3",Muy bien,19,EL PEÑOL,2024-12-18,2024-12-19
Finca Visionaria Con Jacuzzi Magico,COP 135.000,"Puntuación: 9,4
9,4",Fantástico,88,EL PEÑOL,2024-12-18,2024-12-19
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,8
9,8",Excepcional,11,EL PEÑOL,2024-12-18,2024-12-19
KABINE,COP 326.400,"Puntuación: 9,3
9,3",Fantástico,29,EL PEÑOL,2024-12-18,2024-12-19
"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina",COP 782.000,"Puntuación: 9,2
9,2",Fantástico,13,EL PEÑOL,2024-12-18,2024-12-19
Botánico Hotel Boutique Guatapé,COP 410.400,"Puntuación: 8,2
8,2",Muy bien,143,EL PEÑOL,2024-12-18,2024-12-19
Cabaña del Embalse con vista espectacular y Starlink,COP 180.000,"Puntuación: 9,6
9,6",Excepcional,24,EL PEÑOL,2024-12-18,2024-12-19
M203-Dakeva,COP 407.700,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
Bramasole Hotel Boutique - El Peñol,COP 200.000,"Puntuación: 9,0
9,0",Fantástico,12,EL PEÑOL,2024-12-18,2024-12-19
Finca Villa Maru,COP 1.051.880,"Puntuación: 9,3
9,3",Fantástico,3,EL PEÑOL,2024-12-18,2024-12-19
Los Bambúes,COP 352.800,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
HOTEL EL POTRILLO,COP 200.000,"Puntuación: 7,9
7,9",Bien,68,EL PEÑOL,2024-12-18,2024-12-19
Glamping Samadhi - el Peñol,COP 187.000,"Puntuación: 9,5
9,5",Excepcional,2,EL PEÑOL,2024-12-18,2024-12-19
Eco Hotel The View,COP 300.000,"Puntuación: 9,2
9,2",Fantástico,106,EL PEÑOL,2024-12-18,2024-12-19
Finca 3 - Dakeva,COP 283.500,"Puntuación: 7,3
7,3",Bien,4,EL PEÑOL,2024-12-18,2024-12-19
Hotel Muelle De María ángel,COP 180.000,"Puntuación: 5,5
5,5",Puntuación,4,EL PEÑOL,2024-12-18,2024-12-19
Hospedaje Rural POTOSI,COP 320.000,"Puntuación: 10
10",Excepcional,8,EL PEÑOL,2024-12-18,2024-12-19
Cabaña con jacuzzi y acceso al embalse - Portum II,COP 540.000,"Puntuación: 8,7
8,7",Fabuloso,3,EL PEÑOL,2024-12-18,2024-12-19
"Finca Parcelación Alemania 1 El peñol, Guatapé",COP 600.000,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
Cabaña de lujo Jacuzzi vista y acceso a la represa,COP 1.390.580,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
Finca La Marina El peñol Guatape,COP 352.800,No disponible,No disponible,No disponible,EL PEÑOL,2024-12-18,2024-12-19
