precio,nombre,calificacion,ciudad,check_in,check_out
COP 1.227.360,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-22,2025-01-23
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-22,2025-01-23
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-22,2025-01-23
COP 439.300,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-23,2025-01-24
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 257.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-23,2025-01-24
COP 181.060,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-23,2025-01-24
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-23,2025-01-24
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-23,2025-01-24
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-23,2025-01-24
COP 260.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 8,7
8,7
Fabuloso
369 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 1.260.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-23,2025-01-24
COP 1.042.520,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-23,2025-01-24
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-23,2025-01-24
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-23,2025-01-24
COP 439.300,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-24,2025-01-25
COP 1.015.000,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 322.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 179.200,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-24,2025-01-25
COP 118.800,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-24,2025-01-25
COP 304.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-24,2025-01-25
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-24,2025-01-25
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 189.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-24,2025-01-25
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 750.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 495.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 1.303.160,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-24,2025-01-25
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-24,2025-01-25
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-24,2025-01-25
COP 351.440,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-25,2025-01-26
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 492.800,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 179.200,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-25,2025-01-26
COP 120.660,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-25,2025-01-26
COP 304.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-25,2025-01-26
COP 313.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-25,2025-01-26
COP 179.200,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 189.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-25,2025-01-26
COP 260.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 750.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 495.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-25,2025-01-26
COP 939.200,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-25,2025-01-26
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-25,2025-01-26
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-25,2025-01-26
COP 308.240,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-26,2025-01-27
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 257.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-26,2025-01-27
COP 103.300,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-26,2025-01-27
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-26,2025-01-27
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-26,2025-01-27
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-26,2025-01-27
COP 260.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 103.300,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 1.042.520,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-26,2025-01-27
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-26,2025-01-27
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-26,2025-01-27
COP 308.240,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-27,2025-01-28
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 257.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-27,2025-01-28
COP 103.300,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-27,2025-01-28
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-27,2025-01-28
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-27,2025-01-28
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-27,2025-01-28
COP 260.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 103.300,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-27,2025-01-28
COP 1.026.120,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-27,2025-01-28
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-27,2025-01-28
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-27,2025-01-28
COP 385.300,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-28,2025-01-29
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 257.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-28,2025-01-29
COP 103.300,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-28,2025-01-29
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-28,2025-01-29
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-28,2025-01-29
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-28,2025-01-29
COP 728.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-28,2025-01-29
COP 688.760,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-28,2025-01-29
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-28,2025-01-29
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-28,2025-01-29
COP 308.240,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
101 comentarios",Mariquita,2025-01-29,2025-01-30
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 257.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-29,2025-01-30
COP 118.800,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-29,2025-01-30
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-29,2025-01-30
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-29,2025-01-30
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-29,2025-01-30
COP 260.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
783 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 8,2
8,2
Muy bien
1.437 comentarios","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-29,2025-01-30
COP 1.042.520,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
951 comentarios",EL PEÑOL,2025-01-29,2025-01-30
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-29,2025-01-30
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-29,2025-01-30
