precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 638.000,Luxé Cabañas,"Puntuación: 8,5
8,5
Muy bien
1.101 comentarios",Luxé Cabañas,"EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 754.120,Tau House,"Puntuación: 9,3
9,3
Fantástico
343 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 532.960,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.092 comentarios",The Boato Hotel,"EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 320.000,El Trebol,"Puntuación: 9,5
9,5
Excepcional
256 comentarios",El Trebol,GUATAPÉ,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios",Glamping la Cepa GUATAPÉ,El peñol,2024-12-20,2024-12-21
COP 809.200,Hotel Pietrasanta,"Puntuación: 8,9
8,9
Fabuloso
17 comentarios",Hotel Pietrasanta,GUATAPÉ,2024-12-20,2024-12-21
COP 448.200,Jordan Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
391 comentarios",Jordan Hotel Boutique,GUATAPÉ,2024-12-20,2024-12-21
COP 651.000,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
76 comentarios",Levit Glamping - Hotel Guatapé Peñol,GUATAPÉ,2024-12-20,2024-12-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
758 comentarios","Magic View El peñol, Guatapé",El peñol,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2024-12-20,2024-12-21
COP 532.960,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.092 comentarios",The Boato Hotel,GUATAPÉ,2024-12-20,2024-12-21
COP 532.440,Casa De Amigos Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
153 comentarios",Casa De Amigos Hotel Boutique,Mariquita,2024-12-20,2024-12-21
COP 583.220,Apartamento Cerro Dorado Sur,"Puntuación: 8,9
8,9
Fabuloso
27 comentarios",Cerro Dorado,Mariquita,2024-12-20,2024-12-21
COP 560.000,Eco-Glamping Shalom,"Puntuación: 9,4
9,4
Fantástico
44 comentarios",Eco-Glamping Shalom,Mariquita,2024-12-20,2024-12-21
COP 120.000,Finca Hotel el Rancho de Monchito,"Puntuación: 8,2
8,2
Muy bien
5 comentarios",Finca Rancho de Luigi,Mariquita,2024-12-20,2024-12-21
COP 54.000,ApartaHotel El Balcón del Tolima,"Puntuación: 9,4
9,4
Fantástico
18 comentarios",Glamping Ciudad Perdida Falan,Mariquita,2024-12-20,2024-12-21
COP 388.240,Hotel Boutique Posada Las Trampas,"Puntuación: 9,3
9,3
Fantástico
402 comentarios",Hotel Boutique Posada Las Trampas,Mariquita,2024-12-20,2024-12-21
COP 306.000,Hotel Boutique San Rafael,"Puntuación: 9,0
9,0
Fantástico
33 comentarios",Hotel Boutique San Rafael,Mariquita,2024-12-20,2024-12-21
COP 70.000,Hotel OASIS,"Puntuación: 8,2
8,2
Muy bien
850 comentarios",Hotel Marqueta,Mariquita,2024-12-20,2024-12-21
COP 300.000,Hotel Refugio Bike,"Puntuación: 9,0
9,0
Fantástico
58 comentarios",Hotel Refugio Bike,Mariquita,2024-12-20,2024-12-21
COP 250.000,La Casona de Sara,"Puntuación: 9,5
9,5
Excepcional
112 comentarios",La Casona de Sara,Mariquita,2024-12-20,2024-12-21
COP 397.580,Cró Hotel Rural,"Puntuación: 8,5
8,5
Muy bien
1.743 comentarios",Waka Hotel Rural,Mariquita,2024-12-20,2024-12-21
COP 161.460,Ayenda Hotel Bambu Guatape,"Puntuación: 8,8
8,8
Fabuloso
199 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-12-20,2024-12-21
COP 203.180,La Madriguera,"Puntuación: 8,8
8,8
Fabuloso
561 comentarios",La Madriguera,GUATAPÉ,2024-12-20,2024-12-21
COP 105.760,Single Fin Suites & Rooms La punta zicatela,"Puntuación: 7,8
7,8
Bien
92 comentarios",Brisas de Guatapé,GUATAPÉ,2024-12-20,2024-12-21
COP 440.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
758 comentarios",Glamping con jacuzzi ,GUATAPÉ,2024-12-20,2024-12-21
COP 187.260,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
329 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2024-12-20,2024-12-21
COP 151.200,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
14 comentarios",Hotel Stay Guatape a dos cuadras del parque.,GUATAPÉ,2024-12-20,2024-12-21
COP 486.840,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
580 comentarios",Hotel Real Guatapé.,GUATAPÉ,2024-12-20,2024-12-21
COP 477.900,MG Hotels & Suites,"Puntuación: 8,1
8,1
Muy bien
311 comentarios",MG Hotels & Suites,"MARINILLA, ANTIOQUIA",2024-12-20,2024-12-21
COP 335.880,Cabañas tipo glamping cerca al Peñol LUUM,"Puntuación: 9,3
9,3
Fantástico
6 comentarios",Cabañas tipo glamping cerca al peñol LUUM,"MARINILLA, ANTIOQUIA",2024-12-20,2024-12-21
COP 519.200,Movich Hotel Las Lomas,"Puntuación: 8,6
8,6
Fabuloso
2.327 comentarios",Movich Hotel Las Lomas,"MARINILLA, ANTIOQUIA",2024-12-20,2024-12-21
COP 645.520,Cannua Lodge,"Puntuación: 9,3
9,3
Fantástico
83 comentarios",Cannua Lodge,"MARINILLA, ANTIOQUIA",2024-12-20,2024-12-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 8,8
8,8
Fabuloso
329 comentarios","Magic View El peñol, Guatapé",El peñol,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2024-12-20,2024-12-21
COP 652.500,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
163 comentarios",Glamping The Mountain,,2024-12-20,2024-12-21
COP 440.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
758 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,EL PEÑOL,2024-12-20,2024-12-21
COP 400.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
103 comentarios",Cabañas Refugio Himalaya,Guatapé,2024-12-20,2024-12-21
COP 417.400,BubbleSky Glamping Guatapé,"Puntuación: 9,1
9,1
Fantástico
428 comentarios",BubbleSky Glamping Guatapé,,2024-12-20,2024-12-21
COP 151.200,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
14 comentarios",Hotel Stay Guatape a dos cuadras del parque,Guatapé,2024-12-20,2024-12-21
COP 200.000,Bramasole Hotel Boutique - El Peñol,"Puntuación: 9,0
9,0
Fantástico
12 comentarios",Bramasole Hotel Boutique - El Peñol,El peñol ,2024-12-20,2024-12-21
COP 94.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Vegas,Guatapé,2024-12-20,2024-12-21
COP 184.480,NOMADA HOTEL GUATAPE,"Puntuación: 9,2
9,2
Fantástico
91 comentarios",NOMADA HOTEL GUATAPE,Guatapé,2024-12-20,2024-12-21
COP 517.460,Porto Marina Hotel,"Puntuación: 8,9
8,9
Fabuloso
577 comentarios",Hotel porto guatapé,Guatapé,2024-12-20,2024-12-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
758 comentarios","Magic View El peñol, Guatapé",El peñol,2024-12-20,2024-12-21
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,5
8,5
Muy bien
16 comentarios","Marina Navegar- El peñol, Guatape",Guatapé,2024-12-20,2024-12-21
COP 652.500,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
163 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 440.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
758 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,Guatapé,2024-12-20,2024-12-21
COP 400.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
103 comentarios",Cabañas Refugio Himalaya,Guatapé,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 161.460,Ayenda Hotel Bambu Guatape,"Puntuación: 8,8
8,8
Fabuloso
199 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-12-20,2024-12-21
COP 94.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Guacamayas Guatapé,GUATAPÉ,2024-12-20,2024-12-21
COP 176.960,Hotel Spa Bliss Guatape,"Puntuación: 8,5
8,5
Muy bien
11 comentarios",Hotel spa bliss guatapé,GUATAPÉ,2024-12-20,2024-12-21
COP 190.000,Hotel brisas de Salazar,"Puntuación: 6,0
6,0
Puntuación
1 comentario",Hotel Brisas De Guatape,GUATAPÉ,2024-12-20,2024-12-21
COP 200.000,Hotel Portobelo Guatape,"Puntuación: 8,9
8,9
Fabuloso
82 comentarios",Hotel Portobelo Guatape,GUATAPÉ,2024-12-20,2024-12-21
COP 94.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Vegas,GUATAPÉ,2024-12-20,2024-12-21
COP 335.760,Hotel Guatatur,"Puntuación: 7,9
7,9
Bien
758 comentarios",Hotel Guatatur,GUATAPÉ,2024-12-20,2024-12-21
COP 486.840,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
580 comentarios",Hotel Real Guatapé.,GUATAPÉ,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-20,2024-12-21
0,No se encontró,0,"Cabañas Navegar- El peñol, Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-20,2024-12-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
758 comentarios","Magic View - El peñol, Guatape, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-12-20,2024-12-21
COP 1.150.000,Finca Conejo,"Puntuación: 9,2
9,2
Fantástico
179 comentarios","Refugio del Lago, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-20,2024-12-21
COP 420.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2024-12-20,2024-12-21
0,No se encontró,0,"Suite Gold Rocks Glamping, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-12-20,2024-12-21
0,No se encontró,0,"Eco Lodge Glamping, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-20,2024-12-21
COP 650.000,Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé,"Puntuación: 9,1
9,1
Fantástico
14 comentarios","Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-20,2024-12-21
0,No se encontró,0,"Finca 3 - Dakeva, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-12-20,2024-12-21
COP 314.200,Casa El Encuentro,"Puntuación: 9,0
9,0
Fantástico
2 comentarios",Casa Encuentro by Haus,El peñol,2024-12-20,2024-12-21
COP 684.880,El Espume de San Juan by JR,"Puntuación: 9,1
9,1
Fantástico
60 comentarios",El espume de San Juan By JR,"EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 283.500,Finca 3 - Dakeva,"Puntuación: 7,3
7,3
Bien
4 comentarios",Finca las 3 marias,El peñol ,2024-12-20,2024-12-21
COP 360.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Alejandria,El peñol,2024-12-20,2024-12-21
COP 600.000,Villa Aldebarán,"Puntuación: 7,9
7,9
Bien
758 comentarios",Villa Aldebaran,El peñol,2024-12-20,2024-12-21
COP 1.051.880,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa maru,El peñol,2024-12-20,2024-12-21
COP 1.400.000,"Hermosa casa de campo el Peñol,Guatapé","Puntuación: 7,9
7,9
Bien
758 comentarios",Hermosa Casa de campo el peñol Gutape,Guatapé,2024-12-20,2024-12-21
COP 1.040.000,Finca-Hotel Montecarlo Guatape by Hope,"Puntuación: 10
10
Excepcional
5 comentarios","Finca-Hotel Montecarlo
Guatape by Hope",Guatapé,2024-12-20,2024-12-21
COP 1.051.880,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa sofia,El peñol,2024-12-20,2024-12-21
COP 1.053.000,FINCA MAICA,"Puntuación: 9,2
9,2
Fantástico
17 comentarios",Finca Maica,Guatapé,2024-12-20,2024-12-21
COP 297.500,Cabaña el mirador azul,"Puntuación: 8,3
8,3
Muy bien
32 comentarios",Cabaña el mirador azul,Guatapé,2024-12-20,2024-12-21
COP 600.000,Villa Aldebarán,"Puntuación: 7,9
7,9
Bien
758 comentarios",Villa Aldebaran,El peñol,2024-12-20,2024-12-21
COP 420.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2024-12-20,2024-12-21
COP 476.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2024-12-20,2024-12-21
COP 360.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Carmela,El peñol,2024-12-20,2024-12-21
COP 2.479.400,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
758 comentarios",Villa Lisboa,El peñol,2024-12-20,2024-12-21
COP 270.000,Cabaña La Capilla El Peñol,"Puntuación: 10
10
Excepcional
2 comentarios","Cabaña 
La Heliconia",El peñol,2024-12-20,2024-12-21
COP 3.870.000,Espectacular Cabaña Loft en Guatape - Jacuzzi,"Puntuación: 9,6
9,6
Excepcional
8 comentarios",Espectacular Cabaña Loft en Guatape - Jacuzzi,El peñol,2024-12-20,2024-12-21
COP 600.000,Villa Aldebarán,"Puntuación: 7,9
7,9
Bien
758 comentarios",Villa Aldebaran,El peñol,2024-12-20,2024-12-21
COP 476.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2024-12-20,2024-12-21
COP 420.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña con jacuzzi",Guatapé,2024-12-20,2024-12-21
COP 360.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Carmela,El peñol,2024-12-20,2024-12-21
COP 280.000,Loge Cabaña peñol-Guatape,"Puntuación: 9,1
9,1
Fantástico
48 comentarios",Loge Cabaña peñol-Guatape,El peñol,2024-12-20,2024-12-21
COP 536.800,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
98 comentarios",Vivanti Resort,GUATAPÉ,2024-12-20,2024-12-21
COP 283.360,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
164 comentarios",1714 Hotel Boutique Guatapé,Guatapé,2024-12-20,2024-12-21
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
227 comentarios",Hotel La Magdalena Adult Only,EL PEÑOL,2024-12-20,2024-12-21
COP 283.500,Rooca Guatape,"Puntuación: 9,1
9,1
Fantástico
14 comentarios",Rooca Guatape,Guatape,2024-12-20,2024-12-21
COP 320.000,Hotel Santorini,"Puntuación: 8,6
8,6
Fabuloso
802 comentarios",Hotel Santorini,Guatapé,2024-12-20,2024-12-21
COP 370.000,Hotel Mansión Guatapé,"Puntuación: 7,8
7,8
Bien
710 comentarios",Hotel Mansión Guatapé,Guatape,2024-12-20,2024-12-21
COP 231.480,Casa El Grillo de Cabañas El Trébol,"Puntuación: 7,9
7,9
Bien
5.396 comentarios",El trebol ,El peñol ,2024-12-20,2024-12-21
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,5
8,5
Muy bien
16 comentarios","Marina Navegar- El peñol, Guatape",Guatapé,2024-12-20,2024-12-21
COP 448.200,Jordan Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
391 comentarios",Jordan Hotel Boutique,GUATAPÉ,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-20,2024-12-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
758 comentarios","Magic View El peñol, Guatapé",El peñol ,2024-12-20,2024-12-21
COP 380.000,Eco Hotel The View,"Puntuación: 9,2
9,2
Fantástico
106 comentarios",The Boato Hotel,El peñol ,2024-12-20,2024-12-21
