precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 581.440,Lagoon Beach Hotel & Spa,"Puntuación: 7,5
7,5
Bien
5.370 comentarios",Hotel Lagoon,GUATAPÉ,2024-11-22,2024-11-23
COP 110.520,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
301 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2024-11-22,2024-11-23
COP 134.160,NOMADA HOTEL GUATAPE,"Puntuación: 9,3
9,3
Fantástico
84 comentarios",NOMADA HOTEL GUATAPE,GUATAPÉ,2024-11-22,2024-11-23
COP 131.560,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
197 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-11-22,2024-11-23
COP 108.000,Hotel Brisas De Guatape,"Puntuación: 8,6
8,6
Fabuloso
464 comentarios",Brisas Guatape ,GUATAPÉ,2024-11-22,2024-11-23
COP 263.920,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
565 comentarios",Hotel Real Guatape ,GUATAPÉ,2024-11-22,2024-11-23
COP 558.000,Hotel Hobbit el peñol Guatapé,"Puntuación: 8,6
8,6
Fabuloso
464 comentarios",Hotel Mansión Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
243 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 8,6
8,6
Fabuloso
464 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 824.400,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
92 comentarios",Vivanti Resort,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 552.980,Finca Santa Maria de las Cañadas,"Puntuación: 9,2
9,2
Fantástico
13 comentarios",Santa Maria de las Aguas ,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 400.000,Finca hotel boutique en el peñol,"Puntuación: 8,6
8,6
Fabuloso
464 comentarios",Arvum Hotel Boutique,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 258.460,El Jardín Del Edén,"Puntuación: 8,8
8,8
Fabuloso
332 comentarios",jardin del eden ,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 977.400,Bethel Lozana Guatape,"Puntuación: 9,0
9,0
Fantástico
64 comentarios",Bethel Lozana Guatape,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 228.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 585.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 455.700,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
78 comentarios",Levit Glamping - Hotel Guatapé Peñol,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 651.700,Atma Eco Village,"Puntuación: 8,8
8,8
Fabuloso
110 comentarios",Atma Eco Village,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 8,6
8,6
Fabuloso
464 comentarios",Bosko,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 634.380,Ibuku Hotel Guatapé - Chalets,"Puntuación: 8,5
8,5
Muy bien
58 comentarios",Ibuku Hotel Guatapé - Chalets,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 622.440,La Pausa Hotelbistro,"Puntuación: 9,6
9,6
Excepcional
330 comentarios",La Pausa Hotelbistro,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 552.900,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.093 comentarios",The Boato Hotel,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 255.200,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios",Luxé Cabañas,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 8,6
8,6
Fabuloso
464 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
