precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2025-01-21,2025-01-22
COP 376.000,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.105 comentarios",The Boato Hotel,GUATAPÉ,2025-01-21,2025-01-22
COP 586.500,Casa De Amigos Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
162 comentarios",Casa De Amigos Hotel Boutique,Mariquita,2025-01-21,2025-01-22
COP 272.200,Apartamento Cerro Dorado Sur,"Puntuación: 8,8
8,8
Fabuloso
28 comentarios",Cerro Dorado,Mariquita,2025-01-21,2025-01-22
COP 560.000,Eco-Glamping Shalom,"Puntuación: 9,4
9,4
Fantástico
43 comentarios",Eco-Glamping Shalom,Mariquita,2025-01-21,2025-01-22
COP 120.000,Finca Hotel el Rancho de Monchito,"Puntuación: 8,5
8,5
Muy bien
6 comentarios",Finca Rancho de Luigi,Mariquita,2025-01-21,2025-01-22
COP 54.000,ApartaHotel El Balcón del Tolima,"Puntuación: 9,3
9,3
Fantástico
21 comentarios",Glamping Ciudad Perdida Falan,Mariquita,2025-01-21,2025-01-22
COP 418.500,Hotel Boutique Posada Las Trampas,"Puntuación: 9,4
9,4
Fantástico
403 comentarios",Hotel Boutique Posada Las Trampas,Mariquita,2025-01-21,2025-01-22
COP 350.320,Hotel Boutique San Rafael,"Puntuación: 8,9
8,9
Fabuloso
29 comentarios",Hotel Boutique San Rafael,Mariquita,2025-01-21,2025-01-22
COP 70.000,Hotel OASIS,"Puntuación: 1,0
1,0
Puntuación
1 comentario",Hotel Marqueta,Mariquita,2025-01-21,2025-01-22
COP 220.000,Hotel Refugio Bike,"Puntuación: 9,1
9,1
Fantástico
55 comentarios",Hotel Refugio Bike,Mariquita,2025-01-21,2025-01-22
COP 300.000,La Casona de Sara,"Puntuación: 9,5
9,5
Excepcional
136 comentarios",La Casona de Sara,Mariquita,2025-01-21,2025-01-22
COP 321.760,Cró Hotel Rural,"Puntuación: 8,5
8,5
Muy bien
1.697 comentarios",Waka Hotel Rural,Mariquita,2025-01-21,2025-01-22
COP 95.680,Hotel Bambu Guatape,"Puntuación: 8,8
8,8
Fabuloso
203 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2025-01-21,2025-01-22
COP 246.760,La Madriguera,"Puntuación: 8,8
8,8
Fabuloso
548 comentarios",La Madriguera,GUATAPÉ,2025-01-21,2025-01-22
COP 850.160,Casa Kuaa,"Puntuación: 8,9
8,9
Fabuloso
420 comentarios",Brisas de Guatapé,GUATAPÉ,2025-01-21,2025-01-22
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Glamping con jacuzzi ,GUATAPÉ,2025-01-21,2025-01-22
COP 241.320,Hotel Casa Linda Guatape,"Puntuación: 8,7
8,7
Fabuloso
367 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2025-01-21,2025-01-22
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",Hotel Stay Guatape a dos cuadras del parque.,GUATAPÉ,2025-01-21,2025-01-22
COP 108.940,Hotel Real Guatapé,"Puntuación: 8,4
8,4
Muy bien
514 comentarios",Hotel Real Guatapé.,GUATAPÉ,2025-01-21,2025-01-22
COP 531.000,MG Hotels & Suites,"Puntuación: 8,1
8,1
Muy bien
306 comentarios",MG Hotels & Suites,"MARINILLA, ANTIOQUIA",2025-01-21,2025-01-22
COP 335.880,Cabañas tipo glamping cerca al Peñol LUUM,"Puntuación: 9,4
9,4
Fantástico
7 comentarios",Cabañas tipo glamping cerca al peñol LUUM,"MARINILLA, ANTIOQUIA",2025-01-21,2025-01-22
COP 760.000,Movich Hotel Las Lomas,"Puntuación: 8,6
8,6
Fabuloso
2.180 comentarios",Movich Hotel Las Lomas,"MARINILLA, ANTIOQUIA",2025-01-21,2025-01-22
COP 944.000,Cannua Lodge,"Puntuación: 9,3
9,3
Fantástico
74 comentarios",Cannua Lodge,"MARINILLA, ANTIOQUIA",2025-01-21,2025-01-22
COP 360.000,"Magic View El peñol, Guatapé","Puntuación: 8,7
8,7
Fabuloso
367 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-21,2025-01-22
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2025-01-21,2025-01-22
COP 580.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
166 comentarios",Glamping The Mountain,,2025-01-21,2025-01-22
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,EL PEÑOL,2025-01-21,2025-01-22
COP 433.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
110 comentarios",Cabañas Refugio Himalaya,Guatapé,2025-01-21,2025-01-22
COP 434.300,BubbleSky Glamping Guatapé,"Puntuación: 9,1
9,1
Fantástico
455 comentarios",BubbleSky Glamping Guatapé,,2025-01-21,2025-01-22
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",Hotel Stay Guatape a dos cuadras del parque,Guatapé,2025-01-21,2025-01-22
COP 170.000,Bramasole Hotel Boutique - El Peñol,"Puntuación: 9,0
9,0
Fantástico
12 comentarios",Bramasole Hotel Boutique - El Peñol,El peñol ,2025-01-21,2025-01-22
COP 84.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.080 comentarios",Hotel Las Vegas,Guatapé,2025-01-21,2025-01-22
COP 286.020,Hotel Nomada,"Puntuación: 8,6
8,6
Fabuloso
727 comentarios",NOMADA HOTEL GUATAPE,Guatapé,2025-01-21,2025-01-22
COP 434.300,Porto Marina Hotel,"Puntuación: 8,9
8,9
Fabuloso
633 comentarios",Hotel porto guatapé,Guatapé,2025-01-21,2025-01-22
COP 360.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
782 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-21,2025-01-22
COP 319.000,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","Marina Navegar- El peñol, Guatape",Guatapé,2025-01-21,2025-01-22
COP 580.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
166 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,Guatapé,2025-01-21,2025-01-22
COP 433.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
110 comentarios",Cabañas Refugio Himalaya,Guatapé,2025-01-21,2025-01-22
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 89.000,Hotel Bambu Guatape,"Puntuación: 8,8
8,8
Fabuloso
203 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2025-01-21,2025-01-22
COP 84.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.080 comentarios",Hotel Las Guacamayas Guatapé,GUATAPÉ,2025-01-21,2025-01-22
COP 168.000,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
18 comentarios",Hotel spa bliss guatapé,GUATAPÉ,2025-01-21,2025-01-22
COP 150.000,Hotel brisas de Salazar,"Puntuación: 6,7
6,7
Puntuación
3 comentarios",Hotel Brisas De Guatape,GUATAPÉ,2025-01-21,2025-01-22
COP 200.000,Hotel Portobelo Guatape,"Puntuación: 9,0
9,0
Fantástico
96 comentarios",Hotel Portobelo Guatape,GUATAPÉ,2025-01-21,2025-01-22
COP 84.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.080 comentarios",Hotel Las Vegas,GUATAPÉ,2025-01-21,2025-01-22
COP 206.600,Hotel Guatatur,"Puntuación: 7,9
7,9
Bien
782 comentarios",Hotel Guatatur,GUATAPÉ,2025-01-21,2025-01-22
COP 83.340,Hotel Real Guatapé,"Puntuación: 8,4
8,4
Muy bien
514 comentarios",Hotel Real Guatapé.,GUATAPÉ,2025-01-21,2025-01-22
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-21,2025-01-22
0,No se encontró,0,"Cabañas Navegar- El peñol, Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-21,2025-01-22
COP 360.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
782 comentarios","Magic View - El peñol, Guatape, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-21,2025-01-22
COP 1.150.000,Finca Conejo,"Puntuación: 9,2
9,2
Fantástico
179 comentarios","Refugio del Lago, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-21,2025-01-22
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2025-01-21,2025-01-22
0,No se encontró,0,"Suite Gold Rocks Glamping, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-21,2025-01-22
0,No se encontró,0,"Eco Lodge Glamping, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-21,2025-01-22
COP 715.000,Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé,"Puntuación: 9,2
9,2
Fantástico
15 comentarios","Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-21,2025-01-22
0,No se encontró,0,"Finca 3 - Dakeva, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-21,2025-01-22
COP 355.740,Casa El Encuentro,"Puntuación: 9,6
9,6
Excepcional
5 comentarios",Casa Encuentro by Haus,El peñol,2025-01-21,2025-01-22
COP 646.100,El Espume de San Juan by JR,"Puntuación: 9,0
9,0
Fantástico
62 comentarios",El espume de San Juan By JR,"EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 292.500,Finca 3 - Dakeva,"Puntuación: 7,3
7,3
Bien
4 comentarios",Finca las 3 marias,El peñol ,2025-01-21,2025-01-22
COP 450.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
16 comentarios",Finca Alejandria,El peñol,2025-01-21,2025-01-22
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Villa Aldebaran,El peñol,2025-01-21,2025-01-22
COP 1.237.500,Finca Villa Maru,"Puntuación: 7,2
7,2
Bien
4 comentarios",Finca villa maru,El peñol,2025-01-21,2025-01-22
COP 1.400.000,"Hermosa casa de campo el Peñol,Guatapé","Puntuación: 7,9
7,9
Bien
782 comentarios",Hermosa Casa de campo el peñol Gutape,Guatapé,2025-01-21,2025-01-22
COP 960.000,Finca-Hotel Montecarlo Guatape by Hope,"Puntuación: 10
10
Excepcional
5 comentarios","Finca-Hotel Montecarlo
Guatape by Hope",Guatapé,2025-01-21,2025-01-22
COP 952.880,Finca Villa Maru,"Puntuación: 7,2
7,2
Bien
4 comentarios",Finca villa sofia,El peñol,2025-01-21,2025-01-22
COP 2.790.000,Finca Marbella Guatape,"Puntuación: 7,9
7,9
Bien
782 comentarios",Finca Maica,Guatapé,2025-01-21,2025-01-22
COP 221.000,Cabaña el mirador azul,"Puntuación: 8,4
8,4
Muy bien
35 comentarios",Cabaña el mirador azul,Guatapé,2025-01-21,2025-01-22
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Villa Aldebaran,El peñol,2025-01-21,2025-01-22
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2025-01-21,2025-01-22
COP 513.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2025-01-21,2025-01-22
COP 450.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
16 comentarios",Finca Carmela,El peñol,2025-01-21,2025-01-22
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Villa Lisboa,El peñol,2025-01-21,2025-01-22
COP 270.000,Cabaña La Capilla El Peñol,"Puntuación: 10
10
Excepcional
3 comentarios","Cabaña 
La Heliconia",El peñol,2025-01-21,2025-01-22
COP 103.300,Magma Home Cabaña Loft - Guatape Piscina-Jacuzzi,"Puntuación: 1,0
1,0
Puntuación
1 comentario",Espectacular Cabaña Loft en Guatape - Jacuzzi,El peñol,2025-01-21,2025-01-22
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
782 comentarios",Villa Aldebaran,El peñol,2025-01-21,2025-01-22
COP 513.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2025-01-21,2025-01-22
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña con jacuzzi",Guatapé,2025-01-21,2025-01-22
COP 450.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
16 comentarios",Finca Carmela,El peñol,2025-01-21,2025-01-22
COP 280.000,Loge Cabaña peñol-Guatape,"Puntuación: 9,0
9,0
Fantástico
44 comentarios",Loge Cabaña peñol-Guatape,El peñol,2025-01-21,2025-01-22
COP 361.720,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
106 comentarios",Vivanti Resort,GUATAPÉ,2025-01-21,2025-01-22
COP 322.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
169 comentarios",1714 Hotel Boutique Guatapé,Guatapé,2025-01-21,2025-01-22
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
210 comentarios",Hotel La Magdalena Adult Only,EL PEÑOL,2025-01-21,2025-01-22
COP 300.000,Rooca Guatape,"Puntuación: 9,0
9,0
Fantástico
38 comentarios",Rooca Guatape,Guatape,2025-01-21,2025-01-22
COP 320.000,Hotel Santorini,"Puntuación: 8,6
8,6
Fabuloso
776 comentarios",Hotel Santorini,Guatapé,2025-01-21,2025-01-22
COP 290.000,Hotel Mansión Guatapé,"Puntuación: 7,9
7,9
Bien
703 comentarios",Hotel Mansión Guatapé,Guatape,2025-01-21,2025-01-22
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","Marina Navegar- El peñol, Guatape",Guatapé,2025-01-21,2025-01-22
COP 462.000,Jordan Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
384 comentarios",Jordan Hotel Boutique,GUATAPÉ,2025-01-21,2025-01-22
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-21,2025-01-22
COP 360.000,"Magic View El peñol, Guatapé","Puntuación: 8,2
8,2
Muy bien
1.437 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-21,2025-01-22
COP 470.000,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.105 comentarios",The Boato Hotel,El peñol,2025-01-21,2025-01-22
COP 180.000,Bayit Tov Circunvalar Hotel,"Puntuación: 8,5
8,5
Muy bien
415 comentarios",Bayit Tov Circunvalar Hotel,Pereira.,2025-01-21,2025-01-22
COP 285.000,Zi One Luxury Hotel,"Puntuación: 8,6
8,6
Fabuloso
1.165 comentarios",Zi One Luxury Hotel,Pereira.,2025-01-21,2025-01-22
COP 150.000,Hotel Go Pereira,"Puntuación: 7,0
7,0
Bien
819 comentarios",Hotel Go Pereira,Pereira.,2025-01-21,2025-01-22
COP 320.000,Santorini Apartamentos Amoblados,"Puntuación: 8,0
8,0
Muy bien
255 comentarios",Santorini Apartamentos Amoblados,Pereira.,2025-01-21,2025-01-22
COP 252.160,El Gran Hotel de Pereira,"Puntuación: 8,3
8,3
Muy bien
843 comentarios",El Gran Hotel de Pereira,Pereira.,2025-01-21,2025-01-22
COP 299.000,GHL Hotel Abadia Plaza,"Puntuación: 8,7
8,7
Fabuloso
873 comentarios",GHL Hotel Abadia Plaza,Pereira.,2025-01-21,2025-01-22
COP 381.780,Luxor Plaza H&S,"Puntuación: 9,1
9,1
Fantástico
36 comentarios",Luxor Plaza H&S,Pereira.,2025-01-21,2025-01-22
