precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",Hotel Stay Guatape a dos cuadras del parque.,GUATAPÉ,2024-11-26,2024-11-27
COP 264.120,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
569 comentarios",Hotel Real Guatapé.,GUATAPÉ,2024-11-26,2024-11-27
COP 531.000,MG Hotels & Suites,"Puntuación: 8,1
8,1
Muy bien
317 comentarios",MG Hotels & Suites,"MARINILLA, ANTIOQUIA",2024-11-26,2024-11-27
COP 373.200,Cabañas tipo glamping cerca al Peñol LUUM,"Puntuación: 9,2
9,2
Fantástico
5 comentarios",Cabañas tipo glamping cerca al peñol LUUM,"MARINILLA, ANTIOQUIA",2024-11-26,2024-11-27
COP 576.000,Movich Hotel Las Lomas,"Puntuación: 8,6
8,6
Fabuloso
2.363 comentarios",Movich Hotel Las Lomas,"MARINILLA, ANTIOQUIA",2024-11-26,2024-11-27
COP 835.460,Cannua Lodge,"Puntuación: 9,3
9,3
Fantástico
87 comentarios",Cannua Lodge,"MARINILLA, ANTIOQUIA",2024-11-26,2024-11-27
COP 512.060,Hotel Lagoon,"Puntuación: 8,6
8,6
Fabuloso
404 comentarios",Hotel Lagoon,"MARINILLA, ANTIOQUIA",2024-11-26,2024-11-27
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
3.224 comentarios","Magic View El peñol, Guatapé",El peñol,2024-11-26,2024-11-27
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2024-11-26,2024-11-27
COP 468.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"El peñol, Guatapé",2024-11-26,2024-11-27
COP 378.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
3.224 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,EL PEÑOL,2024-11-26,2024-11-27
COP 350.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
102 comentarios",Cabañas Refugio Himalaya,Guatapé,2024-11-26,2024-11-27
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios",BubbleSky Glamping Guatapé,"El peñol, Guatapé",2024-11-26,2024-11-27
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",Hotel Stay Guatape a dos cuadras del parque,Guatapé,2024-11-26,2024-11-27
COP 190.000,Bramasole Hotel Boutique - El Peñol,"Puntuación: 8,9
8,9
Fabuloso
11 comentarios",Bramasole Hotel Boutique - El Peñol,El peñol ,2024-11-26,2024-11-27
COP 79.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.100 comentarios",Hotel Las Vegas,Guatapé,2024-11-26,2024-11-27
COP 92.880,NOMADA HOTEL GUATAPE,"Puntuación: 9,3
9,3
Fantástico
84 comentarios",NOMADA HOTEL GUATAPE,Guatapé,2024-11-26,2024-11-27
COP 293.160,Porto Marina Hotel,"Puntuación: 8,9
8,9
Fabuloso
542 comentarios",Hotel porto guatapé,Guatapé,2024-11-26,2024-11-27
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
3.224 comentarios","Magic View El peñol, Guatapé",El peñol,2024-11-26,2024-11-27
COP 220.400,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","Cabañas Navegar- El peñol, guatape",Guatapé,2024-11-26,2024-11-27
COP 468.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2024-11-26,2024-11-27
COP 378.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
3.224 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,Guatapé,2024-11-26,2024-11-27
COP 350.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
102 comentarios",Cabañas Refugio Himalaya,Guatapé,2024-11-26,2024-11-27
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-26,2024-11-27
COP 185.380,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
197 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-11-26,2024-11-27
COP 100.000,Hotel Las Guacamayas Guatapé,"Puntuación: 8,6
8,6
Fabuloso
15 comentarios",Hotel Las Guacamayas Guatapé,GUATAPÉ,2024-11-26,2024-11-27
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
5 comentarios",Hotel spa bliss guatapé,GUATAPÉ,2024-11-26,2024-11-27
COP 110.000,Hotel Brisas De Guatape,"Puntuación: 8,7
8,7
Fabuloso
170 comentarios",Hotel Brisas De Guatape,GUATAPÉ,2024-11-26,2024-11-27
COP 150.000,Hotel Portobelo Guatape,"Puntuación: 8,9
8,9
Fabuloso
77 comentarios",Hotel Portobelo Guatape,GUATAPÉ,2024-11-26,2024-11-27
COP 79.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.100 comentarios",Hotel Las Vegas,GUATAPÉ,2024-11-26,2024-11-27
COP 105.380,Hotel Guatatur,"Puntuación: 8,0
8,0
Muy bien
742 comentarios",Hotel Guatatur,GUATAPÉ,2024-11-26,2024-11-27
COP 264.120,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
569 comentarios",Hotel Real Guatapé.,GUATAPÉ,2024-11-26,2024-11-27
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-11-26,2024-11-27
COP 220.400,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","Cabañas Navegar- El peñol, Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-11-26,2024-11-27
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
3.224 comentarios","Magic View - El peñol, Guatape, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-11-26,2024-11-27
COP 1.150.000,Finca Conejo,"Puntuación: 9,2
9,2
Fantástico
179 comentarios","Refugio del Lago, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-11-26,2024-11-27
COP 245.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2024-11-26,2024-11-27
0,No se encontró,0,"Suite Gold Rocks Glamping, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-11-26,2024-11-27
0,No se encontró,0,"Eco Lodge Glamping, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-11-26,2024-11-27
COP 585.000,Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé,"Puntuación: 9,1
9,1
Fantástico
14 comentarios","Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-11-26,2024-11-27
0,No se encontró,0,"Finca 3 - Dakeva, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-11-26,2024-11-27
COP 263.440,Casa El Encuentro,"Puntuación: 9,0
9,0
Fantástico
2 comentarios",Casa Encuentro by Haus,El peñol,2024-11-26,2024-11-27
COP 516.880,El Espume de San Juan by JR,"Puntuación: 9,1
9,1
Fantástico
60 comentarios",El espume de San Juan By JR,"EL PEÑOL, GUATAPÉ",2024-11-26,2024-11-27
COP 252.000,Finca 3 - Dakeva,"Puntuación: 7,3
7,3
Bien
4 comentarios",Finca las 3 marias,El peñol ,2024-11-26,2024-11-27
COP 441.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Alejandria,El peñol,2024-11-26,2024-11-27
COP 600.000,Villa Aldebarán,"Puntuación: 7,9
7,9
Bien
3.224 comentarios",Villa Aldebaran,El peñol,2024-11-26,2024-11-27
COP 787.500,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa maru,El peñol,2024-11-26,2024-11-27
COP 700.000,"Hermosa casa de campo el Peñol,Guatapé","Puntuación: 7,9
7,9
Bien
3.224 comentarios",Hermosa Casa de campo el peñol Gutape,Guatapé,2024-11-26,2024-11-27
COP 672.000,Finca-Hotel Montecarlo Guatape by Hope,"Puntuación: 10
10
Excepcional
5 comentarios","Finca-Hotel Montecarlo
Guatape by Hope",Guatapé,2024-11-26,2024-11-27
COP 787.500,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa sofia,El peñol,2024-11-26,2024-11-27
COP 1.053.000,FINCA MAICA,"Puntuación: 9,2
9,2
Fantástico
17 comentarios",Finca Maica,Guatapé,2024-11-26,2024-11-27
COP 166.600,Cabaña el mirador azul,"Puntuación: 8,4
8,4
Muy bien
29 comentarios",Cabaña el mirador azul,Guatapé,2024-11-26,2024-11-27
COP 600.000,Villa Aldebarán,"Puntuación: 7,9
7,9
Bien
3.224 comentarios",Villa Aldebaran,El peñol,2024-11-26,2024-11-27
COP 245.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2024-11-26,2024-11-27
COP 476.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2024-11-26,2024-11-27
COP 441.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Carmela,El peñol,2024-11-26,2024-11-27
COP 1.803.200,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 7,9
7,9
Bien
3.224 comentarios",Villa Lisboa,El peñol,2024-11-26,2024-11-27
COP 270.000,Cabaña La Capilla El Peñol,"Puntuación: 10
10
Excepcional
2 comentarios","Cabaña 
La Heliconia",El peñol,2024-11-26,2024-11-27
COP 3.870.000,Espectacular Cabaña Loft en Guatape - Jacuzzi,"Puntuación: 9,6
9,6
Excepcional
8 comentarios",Espectacular Cabaña Loft en Guatape - Jacuzzi,El peñol,2024-11-26,2024-11-27
COP 600.000,Villa Aldebarán,"Puntuación: 7,9
7,9
Bien
3.224 comentarios",Villa Aldebaran,El peñol,2024-11-26,2024-11-27
COP 476.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2024-11-26,2024-11-27
COP 245.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña con jacuzzi",Guatapé,2024-11-26,2024-11-27
COP 441.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Carmela,El peñol,2024-11-26,2024-11-27
COP 224.000,Loge Cabaña peñol-Guatape,"Puntuación: 8,8
8,8
Fabuloso
49 comentarios",Loge Cabaña peñol-Guatape,El peñol,2024-11-26,2024-11-27
COP 592.400,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
93 comentarios",Vivanti Resort,GUATAPÉ,2024-11-26,2024-11-27
COP 246.340,1714 Hotel Boutique Guatapé,"Puntuación: 9,3
9,3
Fantástico
160 comentarios",1714 Hotel Boutique Guatapé,Guatapé,2024-11-26,2024-11-27
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
238 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2024-11-26,2024-11-27
COP 270.000,Rooca Guatape,"Puntuación: 9,1
9,1
Fantástico
10 comentarios",Rooca Guatape,Guatape,2024-11-26,2024-11-27
COP 320.000,Hotel Santorini,"Puntuación: 8,6
8,6
Fabuloso
819 comentarios",Hotel Santorini,Guatapé,2024-11-26,2024-11-27
COP 340.000,Hotel Mansión Guatapé,"Puntuación: 7,8
7,8
Bien
724 comentarios",Hotel Mansión Guatapé,Guatape,2024-11-26,2024-11-27
