precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 300.000,Hotel Refugio Bike,"Puntuación: 9,0
9,0
Fantástico
57 comentarios",Hotel Refugio Bike,Mariquita,2024-12-02,2024-12-03
COP 250.000,La Casona de Sara,"Puntuación: 9,5
9,5
Excepcional
105 comentarios",La Casona de Sara,Mariquita,2024-12-02,2024-12-03
COP 292.500,Waka Hotel Rural,"Puntuación: 8,8
8,8
Fabuloso
257 comentarios",Waka Hotel Rural,Mariquita,2024-12-02,2024-12-03
COP 161.460,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
197 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-12-02,2024-12-03
COP 222.080,La Madriguera,"Puntuación: 8,8
8,8
Fabuloso
566 comentarios",La Madriguera,GUATAPÉ,2024-12-02,2024-12-03
COP 245.040,Hotelito Zicatela Cam a la Cruz 70938 Puerto Escondido Oax,"Puntuación: 9,6
9,6
Excepcional
67 comentarios",Brisas de Guatapé,GUATAPÉ,2024-12-02,2024-12-03
COP 378.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,1
9,1
Fantástico
37 comentarios",Glamping con jacuzzi ,GUATAPÉ,2024-12-02,2024-12-03
COP 123.960,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
312 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2024-12-02,2024-12-03
COP 134.400,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",Hotel Stay Guatape a dos cuadras del parque.,GUATAPÉ,2024-12-02,2024-12-03
COP 258.440,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
572 comentarios",Hotel Real Guatapé.,GUATAPÉ,2024-12-02,2024-12-03
COP 477.900,MG Hotels & Suites,"Puntuación: 8,1
8,1
Muy bien
317 comentarios",MG Hotels & Suites,"MARINILLA, ANTIOQUIA",2024-12-02,2024-12-03
COP 335.880,Cabañas tipo glamping cerca al Peñol LUUM,"Puntuación: 9,3
9,3
Fantástico
6 comentarios",Cabañas tipo glamping cerca al peñol LUUM,"MARINILLA, ANTIOQUIA",2024-12-02,2024-12-03
COP 576.000,Movich Hotel Las Lomas,"Puntuación: 8,6
8,6
Fabuloso
2.349 comentarios",Movich Hotel Las Lomas,"MARINILLA, ANTIOQUIA",2024-12-02,2024-12-03
COP 811.420,Cannua Lodge,"Puntuación: 9,3
9,3
Fantástico
86 comentarios",Cannua Lodge,"MARINILLA, ANTIOQUIA",2024-12-02,2024-12-03
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 8,4
8,4
Muy bien
80 comentarios","Magic View El peñol, Guatapé",El peñol,2024-12-02,2024-12-03
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
62 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2024-12-02,2024-12-03
COP 486.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"El peñol, Guatapé",2024-12-02,2024-12-03
COP 378.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,1
9,1
Fantástico
37 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,EL PEÑOL,2024-12-02,2024-12-03
COP 600.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
103 comentarios",Cabañas Refugio Himalaya,Guatapé,2024-12-02,2024-12-03
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
62 comentarios",BubbleSky Glamping Guatapé,"El peñol, Guatapé",2024-12-02,2024-12-03
COP 134.400,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",Hotel Stay Guatape a dos cuadras del parque,Guatapé,2024-12-02,2024-12-03
COP 190.000,Bramasole Hotel Boutique - El Peñol,"Puntuación: 8,9
8,9
Fabuloso
11 comentarios",Bramasole Hotel Boutique - El Peñol,El peñol ,2024-12-02,2024-12-03
COP 84.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Vegas,Guatapé,2024-12-02,2024-12-03
COP 116.100,NOMADA HOTEL GUATAPE,"Puntuación: 9,3
9,3
Fantástico
85 comentarios",NOMADA HOTEL GUATAPE,Guatapé,2024-12-02,2024-12-03
COP 583.780,Porto Marina Hotel,"Puntuación: 8,9
8,9
Fabuloso
546 comentarios",Hotel porto guatapé,Guatapé,2024-12-02,2024-12-03
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 8,4
8,4
Muy bien
80 comentarios","Magic View El peñol, Guatapé",El peñol,2024-12-02,2024-12-03
COP 266.800,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","Cabañas Navegar- El peñol, guatape",Guatapé,2024-12-02,2024-12-03
COP 486.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2024-12-02,2024-12-03
COP 378.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,1
9,1
Fantástico
37 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,Guatapé,2024-12-02,2024-12-03
COP 600.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
103 comentarios",Cabañas Refugio Himalaya,Guatapé,2024-12-02,2024-12-03
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
62 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2024-12-02,2024-12-03
COP 161.460,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
197 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-12-02,2024-12-03
COP 84.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Guacamayas Guatapé,GUATAPÉ,2024-12-02,2024-12-03
COP 154.560,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
6 comentarios",Hotel spa bliss guatapé,GUATAPÉ,2024-12-02,2024-12-03
COP 190.000,Hotel brisas de Salazar,"Puntuación: 6,0
6,0
Puntuación
1 comentario",Hotel Brisas De Guatape,GUATAPÉ,2024-12-02,2024-12-03
COP 200.000,Hotel Portobelo Guatape,"Puntuación: 8,9
8,9
Fabuloso
78 comentarios",Hotel Portobelo Guatape,GUATAPÉ,2024-12-02,2024-12-03
COP 84.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Vegas,GUATAPÉ,2024-12-02,2024-12-03
COP 105.380,Hotel Guatatur,"Puntuación: 7,9
7,9
Bien
750 comentarios",Hotel Guatatur,GUATAPÉ,2024-12-02,2024-12-03
COP 258.440,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
572 comentarios",Hotel Real Guatapé.,GUATAPÉ,2024-12-02,2024-12-03
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
62 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-02,2024-12-03
COP 266.800,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","Cabañas Navegar- El peñol, Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-02,2024-12-03
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 8,4
8,4
Muy bien
80 comentarios","Magic View - El peñol, Guatape, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-12-02,2024-12-03
COP 1.150.000,Finca Conejo,"Puntuación: 9,2
9,2
Fantástico
179 comentarios","Refugio del Lago, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-02,2024-12-03
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2024-12-02,2024-12-03
0,No se encontró,0,"Suite Gold Rocks Glamping, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-12-02,2024-12-03
0,No se encontró,0,"Eco Lodge Glamping, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-02,2024-12-03
COP 585.000,Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé,"Puntuación: 9,1
9,1
Fantástico
14 comentarios","Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2024-12-02,2024-12-03
0,No se encontró,0,"Finca 3 - Dakeva, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2024-12-02,2024-12-03
COP 317.420,Casa El Encuentro,"Puntuación: 9,0
9,0
Fantástico
2 comentarios",Casa Encuentro by Haus,El peñol,2024-12-02,2024-12-03
COP 516.880,El Espume de San Juan by JR,"Puntuación: 9,1
9,1
Fantástico
59 comentarios",El espume de San Juan By JR,"EL PEÑOL, GUATAPÉ",2024-12-02,2024-12-03
COP 283.500,Finca 3 - Dakeva,"Puntuación: 7,3
7,3
Bien
4 comentarios",Finca las 3 marias,El peñol ,2024-12-02,2024-12-03
COP 351.000,Finca La Marina El peñol Guatape,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Finca Alejandria,El peñol,2024-12-02,2024-12-03
COP 600.000,Villa Aldebarán,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Villa Aldebaran,El peñol,2024-12-02,2024-12-03
COP 787.500,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa maru,El peñol,2024-12-02,2024-12-03
COP 1.400.000,"Hermosa casa de campo el Peñol,Guatapé","Puntuación: 8,4
8,4
Muy bien
80 comentarios",Hermosa Casa de campo el peñol Gutape,Guatapé,2024-12-02,2024-12-03
COP 960.000,Finca-Hotel Montecarlo Guatape by Hope,"Puntuación: 10
10
Excepcional
5 comentarios","Finca-Hotel Montecarlo
Guatape by Hope",Guatapé,2024-12-02,2024-12-03
COP 787.500,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa sofia,El peñol,2024-12-02,2024-12-03
COP 2.790.000,Finca Marbella Guatape,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Finca Maica,Guatapé,2024-12-02,2024-12-03
COP 178.500,Cabaña el mirador azul,"Puntuación: 8,4
8,4
Muy bien
30 comentarios",Cabaña el mirador azul,Guatapé,2024-12-02,2024-12-03
COP 600.000,Villa Aldebarán,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Villa Aldebaran,El peñol,2024-12-02,2024-12-03
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2024-12-02,2024-12-03
COP 476.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2024-12-02,2024-12-03
COP 351.000,Finca La Marina El peñol Guatape,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Finca Carmela,El peñol,2024-12-02,2024-12-03
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Villa Lisboa,El peñol,2024-12-02,2024-12-03
COP 270.000,Cabaña La Capilla El Peñol,"Puntuación: 10
10
Excepcional
2 comentarios","Cabaña 
La Heliconia",El peñol,2024-12-02,2024-12-03
COP 3.870.000,Espectacular Cabaña Loft en Guatape - Jacuzzi,"Puntuación: 9,6
9,6
Excepcional
8 comentarios",Espectacular Cabaña Loft en Guatape - Jacuzzi,El peñol,2024-12-02,2024-12-03
COP 600.000,Villa Aldebarán,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Villa Aldebaran,El peñol,2024-12-02,2024-12-03
COP 476.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2024-12-02,2024-12-03
COP 280.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña con jacuzzi",Guatapé,2024-12-02,2024-12-03
COP 351.000,Finca La Marina El peñol Guatape,"Puntuación: 8,4
8,4
Muy bien
80 comentarios",Finca Carmela,El peñol,2024-12-02,2024-12-03
COP 280.000,Loge Cabaña peñol-Guatape,"Puntuación: 8,8
8,8
Fabuloso
50 comentarios",Loge Cabaña peñol-Guatape,El peñol,2024-12-02,2024-12-03
COP 505.680,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
95 comentarios",Vivanti Resort,GUATAPÉ,2024-12-02,2024-12-03
COP 425.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
161 comentarios",1714 Hotel Boutique Guatapé,Guatapé,2024-12-02,2024-12-03
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
236 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2024-12-02,2024-12-03
COP 270.000,Rooca Guatape,"Puntuación: 8,8
8,8
Fabuloso
11 comentarios",Rooca Guatape,Guatape,2024-12-02,2024-12-03
COP 320.000,Hotel Santorini,"Puntuación: 8,6
8,6
Fabuloso
813 comentarios",Hotel Santorini,Guatapé,2024-12-02,2024-12-03
COP 460.980,Hotel Mansion,"Puntuación: 7,8
7,8
Bien
1.905 comentarios",Hotel Mansión Guatapé,Guatape,2024-12-02,2024-12-03
